trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,rsi_14,ema_12,ema_26,dif,dea,macd_bar,bb_middle,bb_upper,bb_lower,bb_bandwidth,tr,atr_14,atr_pct
2025-07-03,1412.0,1422.69,1408.0,1415.6,1409.6,6.0,0.43,24413,3456733002.0,,1415.6,1415.6,0.0,0.0,0.0,,,,,14.690000000000055,,
2025-07-04,1415.7,1431.89,1410.01,1422.22,1415.6,6.62,0.47,28767,4086547268.0,,1416.6184615384614,1416.0903703703702,0.5280911680911231,0.10561823361822463,0.8449458689457969,,,,,21.88000000000011,,
2025-07-07,1422.28,1423.5,1410.01,1410.7,1422.22,-11.52,-0.81,23855,3370562659.0,,1415.7079289940827,1415.6910836762688,0.016845317813931615,0.08786365045736604,-0.14203666528686884,,,,,13.490000000000009,,
2025-07-08,1410.71,1420.0,1410.7,1416.11,1410.7,5.41,0.38,18674,2643302691.0,,1415.769786071916,1415.7221145150638,0.047671556852264985,0.07982523173634583,-0.06430734976816169,,,,,9.299999999999955,,
2025-07-09,1415.0,1429.97,1414.17,1418.88,1416.11,2.77,0.2,27745,3950810723.0,,1416.2482805223906,1415.9560319583925,0.2922485639981005,0.12230989818869677,0.3398773316188075,,,,,15.799999999999955,,
2025-07-10,1418.97,1436.18,1410.4,1426.5,1418.88,7.62,0.54,38725,5503329754.0,,1417.8254681343305,1416.7370666281413,1.088401506189257,0.3155282197888088,1.5457465728008963,,,,,25.779999999999973,,
2025-07-11,1423.16,1458.0,1423.16,1427.0,1426.5,0.5,0.04,57243,8239010390.0,,1419.2369345752027,1417.4972839149457,1.7396506602569843,0.600352707882444,2.2785959047490807,,,,,34.83999999999992,,
2025-07-14,1430.0,1434.98,1421.6,1423.6,1427.0,-3.4,-0.24,27781,3961736006.0,,1419.908175409787,1417.949336958283,1.9588384515038797,0.8720498566067312,2.173577189794297,,,,,13.38000000000011,,
2025-07-15,1420.98,1422.93,1408.32,1411.0,1423.6,-12.6,-0.89,35406,5005150165.0,,1418.5376868852043,1417.4345712576696,1.1031156275346348,0.918263010792312,0.36970523348464557,,,,,15.279999999999973,,
2025-07-16,1410.01,1417.49,1409.95,1411.03,1411.0,0.03,0.0,21286,3006882579.0,,1417.3826581336343,1416.9601585719163,0.42249956171804115,0.8191103209774578,-0.7932215185188334,,,,,7.539999999999964,,
2025-07-17,1413.98,1423.01,1412.88,1416.35,1411.03,5.32,0.38,23106,3273100406.0,,1417.2237876515367,1416.9149616406633,0.30882601087341754,0.7170534589566498,-0.8164548961664646,,,,,11.980000000000018,,
2025-07-18,1420.0,1437.81,1416.38,1437.0,1416.35,20.65,1.46,41823,5984949774.0,,1420.2662818589927,1418.4027422598733,1.863539599119349,0.9463506869891898,1.8343778242603186,,,,,21.460000000000036,,
2025-07-21,1436.99,1446.8,1435.0,1443.0,1437.0,6.0,0.42,26203,3779891829.0,,1423.7637769576093,1420.2247613517345,3.539015605874738,1.4648836707662996,4.148263870216876,,,,,11.799999999999955,,
2025-07-22,1444.0,1466.6,1440.68,1464.98,1443.0,21.98,1.52,42119,6127636851.0,,1430.1047343487462,1423.539964214569,6.564770134177252,2.48486096344849,8.159818341457523,,,,,25.919999999999845,17.36714285714285,1.1854866863126357
2025-07-23,1469.0,1495.0,1468.95,1475.5,1464.98,10.52,0.72,45045,6676301462.0,76.05707325561164,1437.088621372016,1427.3888557542305,9.699765617785488,3.92784189431589,11.543847446939196,,,,,30.019999999999982,18.462142857142844,1.2512465508060213
2025-07-24,1476.0,1499.0,1475.0,1491.5,1475.5,16.0,1.08,38804,5786337377.0,77.86357786357786,1445.4596026993981,1432.1378294020653,13.321773297332811,5.8066281749192745,15.030290244827073,,,,,24.0,18.613571428571408,1.2479766294717671
2025-07-25,1491.4,1491.4,1453.0,1455.0,1491.5,-36.5,-2.45,41911,6140078741.0,64.83590087073006,1446.92735613026,1433.831323520431,13.09603260982908,7.2645090619012365,11.663047095855688,,,,,38.5,20.399999999999977,1.4020618556701014
2025-07-28,1453.0,1454.99,1436.3,1438.66,1455.0,-16.34,-1.12,38586,5560966386.0,57.036759657991695,1445.6554551871432,1434.1890032596582,11.466451927484968,8.104897635017982,6.723108584933971,,,,,18.700000000000045,21.071428571428555,1.4646565951252244
2025-07-29,1439.6,1448.79,1435.01,1439.0,1438.66,0.34,0.02,26304,3785848102.0,56.37515842839035,1444.6315390045058,1434.5453733885724,10.086165615933396,8.501151231201066,3.170028769464661,,,,,13.779999999999973,20.927142857142844,1.4542837287799057
2025-07-30,1444.0,1457.16,1437.0,1449.44,1439.0,10.44,0.73,31868,4612883040.0,57.14107832150419,1445.371302234582,1435.648679063493,9.722623171088799,8.745445619178613,1.9543551038203724,1434.6535,1480.413207983518,1388.8937920164817,0.06379199992683694,20.160000000000082,20.52571428571428,1.4161134152303152
2025-07-31,1443.0,1444.87,1418.0,1421.67,1449.44,-27.77,-1.92,51798,7386302758.0,48.58161690350739,1441.7249480446462,1434.6132213550861,7.111726689560101,8.41870183325491,-2.6139502873896205,1434.957,1480.2628839445829,1389.6511160554173,0.06314598130060033,31.440000000000055,20.282857142857146,1.4266923507464562
2025-08-01,1421.87,1425.96,1414.0,1417.0,1421.67,-4.67,-0.33,29636,4200850790.0,48.255445125819435,1437.9211098839314,1433.3085382917463,4.612571592185077,7.657475785040945,-6.089808385711736,1434.6960000000001,1480.3694866773185,1389.0225133226818,0.06366991568571788,11.960000000000036,20.18142857142857,1.4242363141445709
2025-08-04,1415.0,1419.8,1414.0,1419.0,1417.0,2.0,0.14,18688,2647105740.0,52.24014336917563,1435.0101699017882,1432.2486465664317,2.7615233353565145,6.678285295104059,-7.833523919495089,1435.111,1480.01072917513,1390.21127082487,0.06257317960092286,5.7999999999999545,19.50428571428571,1.3745092117185138
2025-08-05,1421.0,1429.94,1417.11,1427.74,1419.0,8.74,0.62,25342,3607931488.0,54.46147273989428,1433.89168222459,1431.914672746696,1.9770094778941711,5.738030131662082,-7.522041307535822,1435.6924999999999,1479.8512155967867,1391.533784403213,0.061515562137138435,12.830000000000155,19.882142857142867,1.3925604701936534
2025-08-06,1429.0,1429.0,1419.3,1423.88,1427.74,-3.86,-0.27,23699,3372334940.0,52.026263387331205,1432.3514234208071,1431.3195118024962,1.0319116183109145,4.796806428991849,-7.52978962136187,1435.9425,1479.755710636928,1392.1292893630723,0.061023628225960025,9.700000000000045,19.719285714285725,1.3848980050485802
2025-08-07,1423.88,1427.7,1420.06,1422.35,1423.88,-1.53,-0.11,28001,3988765795.0,45.60561521387003,1430.812742894529,1430.65510352083,0.15763937369911218,3.868973017933302,-7.4226672884683795,1435.7350000000001,1479.7752253926067,1391.6947746073936,0.0613486825808475,7.6400000000001,18.732142857142872,1.3169854717293825
2025-08-08,1423.05,1426.5,1418.0,1420.97,1422.35,-1.38,-0.1,18655,2651478118.0,43.20355401986796,1429.2984747569092,1429.9376884452129,-0.6392136883036983,2.9673356766859023,-7.213098729979201,1435.4335,1479.8068178598892,1391.060182140111,0.06182566849650518,8.5,18.49642857142859,1.3016762191621634
2025-08-11,1423.5,1451.99,1423.0,1445.0,1420.97,24.03,1.69,47159,6794034090.0,43.912990494759924,1431.714094025077,1431.053415227049,0.6606787980279023,2.5060043009543023,-3.6906510058528,1436.5035,1480.707088935027,1392.299911064973,0.061543308366498274,31.019999999999982,18.860714285714316,1.305239742956008
2025-08-12,1449.0,1465.07,1436.0,1437.04,1445.0,-7.96,-0.55,42019,6095342036.0,38.09730131220598,1432.533464175065,1431.4968659509714,1.0365982240937228,2.2121230855821863,-2.351049722976927,1437.8055,1480.3489818929875,1395.2620181070124,0.05917835464252645,29.069999999999936,18.79285714285717,1.3077476718015622
2025-08-13,1425.0,1433.68,1420.0,1420.05,1437.04,-16.99,-1.18,65528,9325460101.0,28.022147031682536,1430.612931225055,1430.648949954603,-0.03601872954800456,1.7624947225561483,-3.5970269042083056,1438.2565,1479.7839535825717,1396.7290464174282,0.05774693677041856,17.039999999999964,18.295714285714308,1.2883852178243238
2025-08-14,1420.94,1447.51,1420.94,1426.99,1420.05,6.94,0.49,48129,6897535330.0,39.46913301752012,1430.0555571904313,1430.3779166246325,-0.3223594342011893,1.3455238912046807,-3.33576665081174,1438.7884999999999,1479.3967528687535,1398.1802471312462,0.05644784187356746,27.460000000000036,17.507142857142885,1.2268581319520728
2025-08-15,1426.01,1428.66,1420.22,1422.08,1426.99,-4.91,-0.34,47582,6772436997.0,43.18032247449813,1428.8285483919035,1429.763256133919,-0.9347077420154619,0.8894775645606523,-3.6483706131522284,1438.0425,1479.3315666680153,1396.7534333319848,0.05742398665966446,8.440000000000055,16.774285714285742,1.179559920277744
2025-08-18,1426.99,1436.64,1423.1,1428.5,1422.08,6.42,0.45,47378,6773477871.0,45.88686931996241,1428.778002485457,1429.6696816054805,-0.8916791200235821,0.5332462276438055,-2.849850695334775,1437.3174999999999,1478.7490119710894,1395.8859880289103,0.05765116193337874,14.560000000000173,16.83000000000004,1.1781589079454
2025-08-19,1433.5,1446.66,1432.0,1438.0,1428.5,9.5,0.67,46372,6678541001.0,45.48539857932122,1430.1967713338481,1430.2867422272968,-0.08997089344870801,0.4086028034253028,-0.9971473937480216,1435.9685,1475.3119653304782,1396.6250346695217,0.05479711474238918,18.160000000000082,16.6871428571429,1.1604410888138315
2025-08-20,1438.0,1452.8,1430.02,1450.0,1438.0,12.0,0.83,45805,6623095725.0,62.769313981790255,1433.2434218978715,1431.7469835437932,1.4964383540782364,0.6261699135558896,1.7405368810446937,1434.6934999999999,1470.09851081099,1399.2884891890096,0.049355504588248625,22.779999999999973,16.068571428571463,1.1081773399014803
2025-08-21,1453.45,1454.99,1443.65,1448.25,1450.0,-1.75,-0.12,30891,4470441662.0,64.46625312471065,1435.5521262212758,1432.969429207216,2.582697014059704,1.0174753336566527,3.130443360806103,1432.531,1456.8856921016966,1408.1763078983033,0.03400232469900704,11.339999999999918,16.024285714285742,1.106458533698308
2025-08-22,1448.88,1464.0,1444.77,1463.95,1448.25,15.7,1.08,44971,6544867368.0,68.46602579903046,1439.921029879541,1435.2642863029778,4.656743576563258,1.7453289822379738,5.8228291886505685,1432.9785,1459.3194221554602,1406.6375778445397,0.0367638762974605,19.230000000000018,16.98357142857146,1.1601196371851128
2025-08-25,1470.01,1496.0,1466.0,1490.33,1463.95,26.38,1.8,65325,9676719498.0,72.45783997129524,1447.6762560519194,1439.3432280583127,8.33302799360672,3.0628687845117235,10.540318418189994,1435.562,1472.3234945002885,1398.8005054997113,0.051215474497497936,32.049999999999955,18.356428571428587,1.2317022787858118
2025-08-26,1490.32,1494.23,1480.01,1481.61,1490.33,-8.72,-0.59,39602,5883917000.0,70.01594896331727,1452.8968320439317,1442.4741000539932,10.422731989938484,4.534841425597076,11.775781128682816,1437.6924999999999,1479.8376211511143,1395.5473788488855,0.058628839130919,14.220000000000027,18.67928571428573,1.2607424163096719
2025-08-27,1481.88,1484.93,1448.0,1448.0,1481.61,-33.61,-2.27,56006,8184169113.0,57.274944693402944,1452.1434732679422,1442.8834259759196,9.260047292022591,5.479882598882179,7.560329386280824,1437.6205,1479.6859640067748,1395.5550359932251,0.058520957383085236,36.930000000000064,20.771428571428583,1.4344909234412004
2025-08-28,1447.97,1456.1,1438.77,1446.1,1448.0,-1.9,-0.13,39282,5683673273.0,57.10649850121596,1451.2137081497972,1443.1216907184441,8.092017431353042,6.002309565376352,4.17941573195338,1438.8419999999999,1480.3726677300672,1397.3113322699326,0.05772790581602054,17.329999999999927,21.402142857142866,1.479990516364212
2025-08-29,1453.0,1482.58,1452.0,1480.0,1446.1,33.9,2.34,62256,9159701454.0,59.37433040497106,1455.6423684344438,1445.8534173318926,9.78895110255121,6.759637872811324,6.05862645947977,1441.9919999999997,1486.0284459582235,1397.955554041776,0.061077240315097175,36.48000000000002,21.792142857142867,1.4724420849420856
2025-09-01,1482.2,1488.0,1465.7,1476.1,1480.0,-3.9,-0.26,45123,6658918555.0,60.69433796955423,1458.7896963676062,1448.0939049369376,10.695791430668578,7.546868584382775,6.297845692571606,1444.847,1489.996911278108,1399.697088721892,0.062497844101289605,22.299999999999955,21.30857142857144,1.4435723479826192
2025-09-02,1478.66,1509.0,1478.0,1491.3,1476.1,15.2,1.03,56688,8470012816.0,69.70082397832213,1463.7912815418206,1451.2943564230904,12.496925118730132,8.536879891252246,7.920090454955773,1448.025,1496.8990204370807,1399.1509795629195,0.06750438761358486,32.90000000000009,22.44142857142859,1.5048232127290682
2025-09-03,1491.0,1503.5,1466.0,1480.55,1491.3,-10.75,-0.72,45045,6656011145.0,64.50389948006928,1466.369545920002,1453.4614411324912,12.908104787510865,9.41112487050397,6.99395983401379,1450.8584999999998,1500.404867554995,1401.3121324450046,0.0682993793743431,37.5,23.158571428571445,1.5641870540387994
2025-09-04,1472.0,1479.3,1460.47,1472.66,1480.55,-7.89,-0.53,47747,7017084750.0,63.4793732011513,1467.3373080861556,1454.8835566041585,12.453751481997188,10.019650192802615,4.868202578389145,1453.374,1501.9246096877532,1404.8233903122468,0.06681089614614434,20.079999999999927,23.99000000000001,1.629025029538387
2025-09-05,1471.0,1486.97,1464.0,1483.0,1472.66,10.34,0.7,37388,5519312163.0,64.22679335908948,1469.7469529959778,1456.9662561149614,12.78069688101641,10.571859530445375,4.417674701142072,1456.4755,1504.2288414537654,1408.7221585462346,0.06557383416853275,22.970000000000027,24.590714285714284,1.6581735863596954
2025-09-08,1483.0,1506.44,1477.5,1501.23,1483.0,18.23,1.23,51383,7682065696.0,65.78618864532882,1474.5904986889043,1460.2450519582976,14.345446730606682,11.326576970477637,6.037739520258089,1459.2869999999998,1510.6781731515696,1407.89582684843,0.07043326384949607,28.940000000000055,25.360714285714284,1.6893290359048434
2025-09-09,1505.0,1509.95,1493.42,1505.0,1501.23,3.77,0.25,35743,5366650005.0,64.31993334721932,1479.268883505996,1463.56023329472,15.70865021127588,12.202991618637286,7.011317185277189,1462.685,1516.7975950899443,1408.5724049100556,0.07399077052125962,16.529999999999973,24.91428571428571,1.6554342667299475
2025-09-10,1506.66,1529.95,1496.0,1522.01,1505.0,17.01,1.13,49663,7541460049.0,67.79064158224796,1485.8444398896888,1467.8898456432594,17.95459424642945,13.35331214419572,9.202564204467464,1467.783,1524.1478674077614,1411.4181325922384,0.07680272548157527,33.950000000000045,26.52928571428572,1.7430427996061604
2025-09-11,1522.01,1526.02,1508.5,1523.5,1522.01,1.49,0.1,37239,5642778456.0,65.42027034025583,1491.6376029835828,1472.0091163363513,19.62848664723151,14.608347044802878,10.040279204857267,1472.6085,1530.7650003924282,1414.451999607572,0.07898433343611441,17.519999999999982,26.407142857142862,1.7333208307937553
2025-09-12,1526.0,1538.02,1510.53,1516.0,1523.5,-7.5,-0.49,33722,5132184935.0,57.367544917054154,1495.3856640630318,1475.2677003114363,20.117963751595425,15.710270386161389,8.815386730868074,1477.3045,1533.4134029336767,1421.1955970663232,0.07596118868341191,27.49000000000001,26.081428571428578,1.7204108556351305
2025-09-15,1515.87,1517.48,1501.5,1515.1,1516.0,-0.9,-0.06,25827,3901929718.0,60.06370575154757,1498.4186388225653,1478.2182410291077,20.20039779345757,16.608295867620626,7.184203851673885,1481.6345,1535.1933909420932,1428.0756090579066,0.07229703539178291,15.980000000000018,26.207142857142863,1.7297302393995688
2025-09-16,1515.1,1520.99,1496.21,1499.98,1515.1,-15.12,-1.0,32718,4928374478.0,67.57268424611223,1498.6588482344782,1479.8302231750997,18.82862505937851,17.052361705972203,3.552526706812614,1484.7334999999998,1534.7148587460854,1434.7521412539143,0.06732704387162486,24.779999999999973,25.339285714285715,1.6893082383955598
2025-09-17,1499.99,1510.28,1490.01,1493.0,1499.98,-6.98,-0.47,30331,4534770634.0,65.3288011504772,1497.7882561984047,1480.8057621991663,16.982493999238386,17.03838816462544,-0.11178833077411099,1486.8835,1534.202386971379,1439.564613028621,0.06364841222782958,20.269999999999982,25.54928571428572,1.7112716486460628
2025-09-18,1492.0,1497.8,1463.5,1467.96,1493.0,-25.04,-1.68,49721,7347477479.0,45.822925339994455,1493.1992937063426,1479.8542242584874,13.345069447855167,16.29972442127139,-5.909309946832444,1487.8690000000001,1532.5473672603673,1443.190632739633,0.06005685616188947,34.299999999999955,25.393571428571427,1.7298544530212967
2025-09-19,1467.99,1475.5,1457.01,1467.97,1467.96,0.01,0.0,32637,4784528851.0,47.101190900663234,1489.3178639053667,1478.9739113504513,10.343952554915404,15.108570048000193,-9.529234986169577,1488.07,1532.329490804972,1443.8105091950279,0.059485764520448736,18.49000000000001,25.121428571428574,1.7113039484068864
2025-09-22,1465.09,1467.97,1450.01,1453.35,1467.97,-14.62,-1.0,34947,5085057536.0,36.41245972073036,1483.784346381464,1477.0758438430105,6.708502538453558,13.428556546090867,-13.440108015274618,1486.221,1533.0954836434678,1439.3465163565322,0.06307875294921521,17.960000000000036,24.054285714285715,1.6550924219414263
2025-09-23,1450.5,1457.5,1440.0,1447.42,1453.35,-5.93,-0.41,38663,5588384388.0,37.7141585700512,1478.1898315535466,1474.879114669454,3.3107168840924714,11.404988613691188,-16.188543459197433,1484.5115,1534.4853673919172,1434.537632608083,0.06732701955076414,17.5,22.625714285714285,1.5631754629419439
2025-09-24,1434.07,1456.78,1434.07,1442.0,1447.42,-5.42,-0.37,30744,4443052872.0,38.417951042611016,1472.6221651606934,1472.443624693939,0.1785404667543844,9.159698984303828,-17.962317035098888,1484.2115,1535.1705718229077,1433.252428177092,0.06866820776271824,22.710000000000036,22.813571428571436,1.582078462452943
2025-09-25,1442.83,1445.21,1436.0,1439.0,1442.0,-3.0,-0.21,33870,4873274661.0,32.40281554951207,1467.4495243667404,1469.9663191610546,-2.516794794314137,6.824400228580235,-18.682390045788743,1483.8565,1536.0181940615246,1431.6948059384756,0.07030557747534817,9.210000000000036,21.830714285714294,1.517075349945399
2025-09-26,1441.18,1447.11,1428.01,1435.0,1439.0,-4.0,-0.28,45121,6480889597.0,20.11011824171854,1462.4572898487804,1467.376221445421,-4.918931596640505,4.475733863536088,-18.789330920353187,1481.6065,1538.165432571999,1425.0475674280012,0.07634811614554723,19.09999999999991,21.127857142857142,1.4723245395719262
2025-09-29,1439.38,1469.99,1435.0,1460.86,1435.0,25.86,1.8,53684,7798434586.0,33.39102950030096,1462.2115529489681,1466.8935383753897,-4.681985426421534,2.644190005544564,-14.652350863932195,1480.8445,1538.121883972529,1423.5671160274708,0.07735772928559231,34.99000000000001,22.446428571428573,1.5365215401495402
2025-09-30,1460.0,1460.76,1440.0,1443.99,1460.86,-16.87,-1.15,39364,5687474876.0,20.6117221636281,1459.4082371106654,1465.1969799772125,-5.788742866547182,0.9576034311262149,-13.492692595346792,1478.479,1537.8091978315983,1419.1488021684017,0.08025842481577121,20.8599999999999,21.51142857142856,1.4897214365354718
2025-10-09,1436.0,1439.38,1420.0,1436.78,1443.99,-7.21,-0.5,54918,7845448947.0,18.68409648996095,1455.9269698628707,1463.092018497419,-7.165048634548384,-0.6669269820087049,-12.996243305079359,1476.2905,1538.4601671596095,1414.1208328403907,0.08422416476920956,23.99000000000001,21.97357142857142,1.5293622843143295
2025-10-10,1437.6,1439.94,1427.5,1430.0,1436.78,-6.78,-0.47,36001,5157459262.0,18.781762741396776,1451.9382052685828,1460.6407578679807,-8.702552599397904,-2.274052105486545,-12.857000987822719,1474.1575,1539.688058199168,1408.6269418008321,0.08890577594207932,12.440000000000055,20.898571428571422,1.461438561438561
2025-10-13,1415.7,1422.85,1415.12,1419.2,1430.0,-10.8,-0.76,46069,6533147458.0,17.522351666215087,1446.9015583041855,1457.571072099982,-10.669513795796547,-3.953144443548546,-13.432738704496003,1470.9675000000002,1540.7586497556129,1401.1763502443875,0.09489149115206508,14.88000000000011,20.82,1.4670236753100339
2025-10-14,1429.99,1464.0,1429.99,1451.02,1419.2,31.82,2.24,66672,9639484605.0,35.10405257393205,1447.5351647189261,1457.0858074999835,-9.550642781057377,-5.072644111050312,-8.955997340014129,1468.4569999999999,1537.2700241956218,1399.643975804378,0.09372153790764305,44.799999999999955,22.25,1.5334040881586746
2025-10-15,1450.98,1463.0,1445.08,1462.0,1451.02,10.98,0.76,42785,6233407482.0,40.79244386360934,1449.7605239929376,1457.449821759244,-7.689297766306481,-5.595974842101547,-4.186645848409869,1466.307,1532.9659203885597,1399.6480796114404,0.09092082406830171,17.920000000000073,22.082142857142863,1.5104064881766663
2025-10-16,1461.92,1484.95,1458.88,1484.91,1462.0,22.91,1.57,45730,6749162949.0,55.098971181036056,1455.1681356863319,1459.483909036337,-4.315773350005202,-5.339934543682278,2.048322387354153,1464.452,1526.4887163269584,1402.4152836730416,0.08472345468060191,26.069999999999936,21.49428571428572,1.4475143755706217
2025-10-17,1483.1,1488.0,1454.03,1455.0,1484.91,-29.91,-2.01,38086,5594724900.0,46.69318239763397,1455.1422686576655,1459.151767626238,-4.009498968572643,-5.073847428660351,2.1286969201754165,1461.027,1516.560193146555,1405.493806853445,0.07601939340827384,33.97000000000003,22.600000000000005,1.553264604810997
2025-10-20,1455.0,1469.5,1454.88,1457.93,1455.0,2.93,0.2,25950,3793283759.0,51.24173083179703,1455.5711504026401,1459.061266320591,-3.4901159179507886,-4.757101126518439,2.5339704171353006,1458.1235000000001,1507.2584339868768,1408.9885660131235,0.06739474946652543,14.61999999999989,22.36142857142857,1.5337793015733654
2025-10-21,1459.0,1469.94,1455.5,1462.26,1457.93,4.33,0.3,25443,3727984130.0,54.05863691062245,1456.6002041868494,1459.2982095561026,-2.6980053692532238,-4.345281975065396,3.2945532116243452,1455.4815,1496.773359921654,1414.1896400783462,0.05673979356199841,14.440000000000055,22.142857142857142,1.5142900129154284
2025-10-22,1462.08,1465.73,1456.0,1458.7,1462.26,-3.56,-0.24,18195,2657486636.0,54.61427939876218,1456.9232496965649,1459.253897737132,-2.330648040567212,-3.9423551881657595,3.223414295197095,1453.4175,1489.0881406623598,1417.7468593376402,0.04908519494551263,9.730000000000018,21.215714285714284,1.4544261524449362
2025-10-23,1455.0,1468.8,1447.2,1467.98,1458.7,9.28,0.64,29322,4274652090.0,57.738731040375995,1458.6242882047857,1459.9002756825298,-1.2759874777441382,-3.4090816460814355,4.2661883366745945,1452.1665,1483.4810886802077,1420.8519113197924,0.04312809678533093,21.59999999999991,22.100714285714275,1.5055187595004207
2025-10-24,1467.95,1478.88,1449.34,1450.0,1467.98,-17.98,-1.22,38226,5578603148.0,53.727263691481966,1457.2974746348186,1459.1669219282683,-1.869447293449639,-3.1011547755550763,2.463414964210875,1451.2685,1481.6935501188889,1420.843449881111,0.04192890580742155,29.54000000000019,22.846428571428582,1.5756157635467987
2025-10-27,1440.0,1452.49,1435.99,1440.41,1450.0,-9.59,-0.66,37102,5352667152.0,44.471478778048166,1454.6994016140773,1457.777520303952,-3.0781186898748274,-3.0965475584190267,0.03685773708839868,1449.8905,1479.6190497902548,1420.161950209745,0.04100799307293189,16.5,21.525714285714294,1.4944157764604724
2025-10-28,1442.0,1451.2,1441.1,1445.0,1440.41,4.59,0.32,27124,3923817140.0,50.29246539642091,1453.2071859811424,1456.8310373184743,-3.623851337331871,-3.202008314201596,-0.84368604626055,1449.473,1479.2314996084724,1419.7145003915275,0.041061129953400236,10.789999999999964,20.806428571428587,1.4398912506178954
2025-10-29,1440.02,1446.55,1430.04,1431.9,1445.0,-13.1,-0.91,33937,4868780319.0,48.63351254480289,1449.929157368659,1454.984293813402,-5.055136444743084,-3.572633940309894,-2.96500500886638,1448.6970000000001,1479.4729353015357,1417.9210646984645,0.04248774630103545,16.50999999999999,20.27214285714287,1.4157512994722306
2025-10-30,1421.81,1436.63,1421.81,1426.74,1431.9,-5.16,-0.36,47456,6768821311.0,49.078783768509105,1446.3615946965576,1452.8921239012982,-6.53052920474056,-4.164212993196028,-4.732632423089065,1447.934,1480.1327841548828,1415.7352158451172,0.044475485975027575,14.820000000000164,20.442142857142876,1.4327868327195479
2025-10-31,1422.0,1435.98,1420.11,1430.01,1426.74,3.27,0.23,35694,5109623861.0,53.19048462310371,1443.845964743241,1451.1971517604613,-7.351187017220354,-4.8016077980008935,-5.099158438438922,1447.4845,1480.450289268655,1414.518710731345,0.045549073953683156,15.870000000000118,20.512857142857165,1.4344555033081703
2025-11-03,1431.0,1448.0,1420.1,1435.0,1430.01,4.99,0.35,34548,4945310830.0,44.38210127647637,1442.4850470904346,1449.997362741168,-7.512315650733399,-5.343749368547395,-4.337132564372007,1447.4845,1480.450289268655,1414.518710731345,0.045549073953683156,27.90000000000009,19.305714285714316,1.345345943255353
2025-11-04,1435.1,1435.78,1423.78,1429.0,1435.0,-6.0,-0.42,26566,3793892903.0,38.008720930232556,1440.410424461137,1448.4420025381185,-8.031578076981532,-5.8813151102342225,-4.300525933494619,1445.8915000000002,1479.2130601296492,1412.5699398703512,0.046091370105777664,12.0,18.88285714285717,1.3214035789263239
2025-11-05,1425.89,1430.99,1420.01,1420.08,1429.0,-8.92,-0.62,34475,4908475373.0,23.776393495671783,1437.2826668517312,1446.3411134612209,-9.058446609489692,-6.5167414100853165,-5.083410398808752,1444.6960000000001,1479.9636493479006,1409.4283506520997,0.04882362704389087,10.980000000000018,17.80500000000003,1.2538026026702742
2025-11-06,1430.0,1441.45,1429.99,1435.13,1420.08,15.05,1.06,38348,5505960415.0,40.864367816092006,1436.9514873360802,1445.5106606122415,-8.559173276161346,-6.925227783300523,-3.267890985721646,1444.6135,1479.9667336196926,1409.2602663803073,0.048944902729612695,21.37000000000012,16.905000000000037,1.1779420679659707
